,RGIId,lat,lon,area_2020,n,slope,intercept,r_value,p_value,mad_err,wgms_AAR_mean,wgms_SMB_mean
84,RGI60-02.18337,47.57195,-121.2097,,17.0,0.027573178018816303,0.6519857597261658,0.9930158226373755,2.435232523676096e-15,0.0008458591075227064,0.5188235294117647,-482.94117647058823
89,RGI60-02.17379,48.65777,-121.57539,,,,,,,,,
90,RGI60-01.00570,63.2894,-145.4738,,15.0,0.012330187084931972,0.6249689195723868,0.7877266771458025,0.00048828122918782396,0.002674365160974037,0.5379999999999999,-705.3333333333334
94,RGI60-01.09162,60.4298,-148.9049,15.4,12.0,0.01179310776619292,0.6584402610460256,0.7022211373209054,0.010892021609229238,0.0037810227655112475,0.5733333333333334,-721.6666666666666
124,RGI60-01.01390,58.6510009765625,-134.2779998779297,,,,,,,,,
150,RGI60-01.22699,60.0,-139.3000030517578,,,,,,,,,
188,RGI60-02.14103,47.72705,-123.33893,,,,,,,,,
201,RGI60-02.14336,46.81999969482422,-121.7399978637695,,6.0,0.019043309280481122,0.5332801305511006,0.8798443360443947,0.020788708665963395,0.005143273870945033,0.36833333333333335,-866.1666666666666
203,RGI60-02.14297,46.84999847412109,-121.7200012207031,,6.0,0.01006997898017117,0.4491457661036904,0.8811251140358058,0.020356933086117385,0.0027021838000603456,0.385,-637.0
205,RGI60-02.18778,48.3475,-121.0479,,9.0,0.023075056824732054,0.598195838416444,0.9584386655147168,4.6266838768040375e-05,0.002596146301222882,0.48333333333333334,-497.77777777777777
210,RGI60-02.14017,47.81900024414062,-123.6849975585938,,,,,,,,,
218,RGI60-02.17023,48.61980056762695,-113.7574996948242,,,,,,,,,
226,RGI60-16.02086,-9.652899742126465,-77.2708969116211,,7.0,-0.002099973610951083,0.2792372078156186,-0.15146137127129583,0.7458103510850753,0.006128969301653027,0.30714285714285716,-1328.857142857143
286,RGI60-08.00295,66.4540023803711,13.63799953460693,,,,,,,,,
290,RGI60-08.01126,61.72000122070312,7.130000114440918,44.95,17.0,0.03618536359556875,0.5874537041660356,0.9482951137805086,7.092410562791154e-09,0.0031270653878176548,0.5829411764705883,-12.470588235294118
291,RGI60-07.00493,78.88099670410156,12.04800033569336,,15.0,0.04386881679780984,0.405754073269356,0.8200878885036149,0.00018115005251104218,0.008489854102608538,0.26733333333333337,-315.53333333333336
292,RGI60-07.00504,78.88760375976562,11.83090019226074,,14.0,0.03984849826372764,0.32291790742127063,0.8022836456353509,0.0005549691750480589,0.008559063821717934,0.17357142857142857,-374.7857142857143
297,RGI60-08.00287,66.66999816894531,14.0,,,,,,,,,
298,RGI60-08.01657,66.6500015258789,13.85000038146973,35.96,18.0,0.025645827882133574,0.6112465196009782,0.9658502350036343,8.355505425676801e-11,0.0017199507694793303,0.5727777777777778,-150.0
299,RGI60-08.00987,61.65700149536133,8.600000381469727,,8.0,0.036203775817883574,0.27719517819615286,0.719791396246248,0.044091363992135806,0.01425444161942773,0.14125,-375.5
300,RGI60-08.00449,61.56000137329102,8.4399995803833,,16.0,0.03524782444848141,0.5557470866777172,0.9681829407581959,8.136754947236511e-10,0.002434857912090831,0.374375,-514.5625
302,RGI60-08.00312,61.56999969482422,8.130000114440918,,15.0,0.03636925467350216,0.5227977139307132,0.9137708665495595,1.9242224738489644e-06,0.004484328276685853,0.3806666666666667,-390.8
305,RGI60-07.00246,77.06700134277344,15.36699962615967,25.68,,,,,,,,
306,RGI60-07.00240,77.0770034790039,15.63000011444092,,16.0,0.04505884186516362,0.5515852695561526,0.8657966896412772,1.4635839587159515e-05,0.006960074039952715,0.43125,-267.0625
312,RGI60-08.01650,66.72000122070312,14.02000045776367,,,,,,,,,
316,RGI60-08.01484,66.71600341796875,14.44099998474121,,,,,,,,,
317,RGI60-08.02666,61.75,5.650000095367432,,10.0,0.03274643604378557,0.5301874008653611,0.9376314098199334,6.137075312472605e-05,0.004292451987335393,0.589,179.6
318,RGI60-08.02916,60.02999877929688,6.329999923706055,,,,,,,,,
319,RGI60-08.01147,61.61429977416992,7.468999862670898,,,,,,,,,
320,RGI60-08.01598,66.55400085449219,13.76200008392334,,,,,,,,,
321,RGI60-08.01286,61.81499862670898,7.35200023651123,,12.0,0.023707727986068693,0.7037452986951618,0.8960409692095429,8.012882338497419e-05,0.003714642626793853,0.6841666666666667,-82.58333333333333
322,RGI60-08.02650,61.75,5.679999828338623,,8.0,0.028502546053005756,0.5711090926885521,0.9464645564729556,0.0003683505728247333,0.003968694125959614,0.61625,158.375
323,RGI60-08.01258,70.12799835205078,21.73500061035156,,9.0,0.03401008762991644,0.610352608518443,0.8236224265266766,0.006355789892840123,0.008851557834413246,0.3655555555555556,-719.7777777777778
324,RGI60-08.03416,66.01899719238281,14.29399967193604,,,,,,,,,
326,RGI60-08.00210,67.93489837646484,18.64459991455078,,,,,,,,,
327,RGI60-08.00146,67.16999816894531,17.67000007629395,,,,,,,,,
330,RGI60-08.00259,68.35800170898438,18.32069969177246,,,,,,,,,
332,RGI60-08.00213,67.90299987792969,18.56800079345703,,20.0,0.01610798156489502,0.447062747826564,0.9694584859187839,1.965632853487103e-12,0.0009604933267561346,0.384,-391.5
334,RGI60-08.00188,67.91000366210938,18.5,,13.0,0.021276945211383992,0.41980527782601906,0.7982737627843471,0.0010706157120911953,0.00484027654211464,0.3176923076923077,-479.9230769230769
342,RGI60-08.00006,68.08360290527344,18.05439949035645,,6.0,0.06977791284963882,0.6034818979530531,0.9774229397110116,0.0007588314461359487,0.007542041749713357,0.38833333333333336,-308.3333333333333
346,RGI60-11.03246,47.41320037841797,10.97280025482178,,,,,,,,,
357,RGI60-11.03756,45.11561584472656,6.128530025482178,,,,,,,,,
359,RGI60-11.01876,46.44459915161133,8.339799880981445,,11.0,0.03720374263779873,0.5939433884228261,0.955021712605972,4.761251334355449e-06,0.0038506086430923326,0.3,-790.0909090909091
360,RGI60-11.01450,46.5,8.029999732971191,,5.0,0.018396958826363982,0.6680794560154201,0.9884334984958719,0.0014906715386437893,0.001629650590666046,0.568,-544.0
366,RGI60-11.02766,45.97999954223633,7.300000190734863,,18.0,0.04040044903093581,0.7105618653117903,0.983594768133664,2.5058598976737486e-13,0.00185236963975105,0.4027777777777778,-761.8333333333334
367,RGI60-11.02774,46.0,7.380000114440918,,19.0,0.03776508863765335,0.5867947916976229,0.9351272515721996,4.423787880223645e-09,0.003470413688119779,0.40421052631578946,-483.4736842105263
370,RGI60-11.02801,45.95000076293945,7.449999809265137,,,,,,,,,
371,RGI60-11.02249,46.31999969482422,7.230000019073486,,,,,,,,,
372,,,,,,,,,,,,
389,RGI60-11.02773,46.0,7.869999885559082,,10.0,0.0210301088463735,0.668998167564506,0.9185573748287779,0.0001742994323056986,0.00319965767380829,0.569,-475.5
393,,46.06510162353516,7.928400039672852,,,,,,,,,
394,RGI60-11.02704,46.04999923706055,7.929999828338623,,20.0,0.03440312804695857,0.6042914556879837,0.967147729261152,3.757635482640823e-12,0.00213142496059528,0.46950000000000003,-391.8
395,RGI60-11.02746,46.02000045776367,7.929999828338623,,19.0,0.023501489421988438,0.5310349240992859,0.9030830315900943,1.200480166877574e-07,0.0027106411238699765,0.3910526315789474,-595.6315789473684
396,RGI60-11.02245,46.29999923706055,9.699999809265137,,,,,,,,,
408,RGI60-11.00804,46.84999847412109,10.07999992370605,,15.0,0.03644167931204655,0.544777769684548,0.9321107611351143,4.2539402382714965e-07,0.00392713348568657,0.408,-375.3333333333333
417,,46.96052551269531,9.390180587768556,,,,,,,,,
420,RGI60-11.00892,46.83300018310547,8.988699913024902,,,,,,,,,
421,RGI60-11.00918,46.81330108642578,8.977399826049805,,,,,,,,,
432,RGI60-11.01367,46.59675216674805,8.601318359375,,,,,,,,,
451,RGI60-11.01509,46.53,8.198,,,,,,,,,
454,RGI60-11.02244,46.32830047607422,7.215199947357178,,,,,,,,,
463,RGI60-11.01987,46.41999816894531,8.479999542236328,,14.0,0.04386348203178052,0.507202849458955,0.9123434739946279,5.409893376369396e-06,0.005682365802400156,0.3942857142857143,-257.42857142857144
473,RGI60-11.01238,46.61999893188477,8.399999618530273,,,,,,,,,
476,,47.13999938964844,12.59700012207031,,,,,,,,,
480,RGI60-11.00781,46.85805130004883,10.1556396484375,,18.0,0.04146906706676478,0.5890281852286269,0.9504606814553288,1.5606826265710875e-09,0.0033905779406631885,0.2927777777777778,-714.3888888888889
482,RGI60-11.00807,46.84999847412109,10.13000011444092,,,,,,,,,
483,RGI60-11.00797,46.84999847412109,10.10000038146973,,5.0,0.029351067052684084,0.6440986030026445,0.9857079841151036,0.0020466371725487123,0.0028961391805133532,0.578,-225.2
489,RGI60-11.00719,46.88000106811523,10.81999969482422,6.89,19.0,0.039776305674299524,0.5760586319087274,0.9286788157172096,9.68174950072849e-09,0.0038527752292126624,0.3431578947368421,-585.5263157894736
491,RGI60-11.00897,46.79999923706055,10.77000045776367,6.1420002,18.0,0.03488391037864287,0.6696204842012423,0.9633552530669381,1.4572834572049212e-10,0.002428197505552918,0.37111111111111117,-855.7222222222222
492,RGI60-11.00957,46.77999877929688,10.81999969482422,,,,,,,,,
507,RGI60-11.00787,46.83829879760742,10.79329967498779,,19.0,0.053214907815771616,0.6531995639334127,0.9574555754273646,1.3234358031334367e-10,0.003890070796854796,0.5457894736842106,-201.8421052631579
510,RGI60-11.00929,46.78879928588867,11.01930046081543,,,,,,,,,
535,RGI60-11.00002,47.47999954223633,13.61999988555908,,8.0,0.026385846282985532,0.6123764079686217,0.9568985874680859,0.00019376200027675352,0.003269334826644567,0.39875,-809.625
545,RGI60-11.00300,47.03879928588867,13.00539970397949,,16.0,0.022842870001670363,0.3888626240864796,0.78812190450411,0.0002874476861171103,0.004767984601523698,0.231875,-687.25
547,RGI60-11.00251,47.05300140380859,12.94719982147217,,12.0,0.04961355935329928,0.5905821357180474,0.929920494070763,1.1824772087359774e-05,0.006204685752116107,0.3925,-399.25
566,RGI60-11.00106,47.09999847412109,12.69999980926514,,10.0,0.03942188802203023,0.9152189370050672,0.8172528977829904,0.003888836952590416,0.009828084729502602,0.491,-1076.1
573,RGI60-11.00080,47.13000106811523,12.60000038146973,,17.0,0.039784056021834914,0.5971071055373166,0.9706847038823408,1.0736553296351826e-10,0.002543553974000045,0.4369411764705882,-402.5882352941176
578,RGI60-11.00190,47.08000183105469,12.38000011444092,,8.0,0.01970735616930826,0.4265480856860566,0.6647003334333247,0.07213095188718034,0.009042977241252673,0.285,-718.25
635,,46.45119857788086,10.70849990844727,0.76880002,,,,,,,,
636,,46.43,10.63,,11.0,0.03632716899676685,0.534733077293635,0.9851602029298439,3.385219295913134e-08,0.002109673274359732,0.31,-618.6363636363636
645,RGI60-11.00647,46.90309906005859,12.09611988067627,1.57,5.0,0.05102171941573433,0.48682045959839454,0.9794205303339483,0.0035329699104592557,0.0060703171803758605,0.326,-315.2
661,RGI60-11.01776,46.46810150146484,10.61890029907227,,9.0,0.038229642164084934,0.5815650312504216,0.9870493005029817,8.036786334216302e-07,0.0023483525807543783,0.2477777777777778,-873.1111111111111
667,RGI60-11.02214,46.34799957275391,10.51270008087158,,6.0,0.007513639083956837,0.2212645517209788,0.5304106407034146,0.27899569649738504,0.0060044221497485,0.13749999866666668,-1114.8333333333333
672,RGI60-11.00597,46.94800186157227,11.1850004196167,,12.0,0.022300331732824398,0.4621742154805341,0.8129035147663126,0.001306536647415773,0.005052338990459481,0.29083333333333333,-768.3333333333334
675,RGI60-11.00603,46.96559906005859,11.22469997406006,,9.0,0.04679922765319465,0.45815498866359716,0.8424036421428015,0.00436979340030255,0.011314488097536978,0.2622222222222222,-418.6666666666667
695,RGI60-16.01638,-0.1568000018596649,37.31399917602539,,,,,,,,,
707,,79.37000274658203,95.65000152587892,,,,,,,,,
712,RGI60-13.22620,39.366990596,70.127847503,,,,,,,,,
725,,,,,,,,,,,,
726,RGI60-12.01132,43.19440078735352,42.76119995117188,,15.0,0.023673273944494554,0.5934388329697893,0.9797575826763586,1.8322640446059393e-10,0.0013415448884640192,0.518,-318.6666666666667
727,,43.36349868774414,41.41719818115234,,,,,,,,,
729,,67.63680267333984,65.78060150146484,,,,,,,,,
730,RGI60-10.05087,67.57980346679688,66.00240325927734,,,,,,,,,
732,RGI60-13.18096,39.61999893188477,71.55999755859375,,,,,,,,,
753,RGI60-13.11609,42.45999908447266,74.49500274658203,,,,,,,,,
761,RGI60-12.00161,43.29999923706055,42.47000122070312,,19.0,0.02893514778902774,0.5925284634041004,0.9882996428529417,2.521675106273429e-15,0.001083061410834382,0.4631578947368421,-447.10526315789474
780,RGI60-10.01708,50.04850006103516,87.78079986572266,,16.0,0.06793889245759424,0.7322518460100107,0.8081235367857377,0.00015202046014676818,0.013234318769468786,0.623125,-160.625
781,RGI60-13.06974,41.79000091552734,77.75,1.01,,,,,,,,
782,RGI60-13.06829,41.883201716,77.683995902,,,,,,,,,
787,,52.45000076293945,158.1900024414062,,,,,,,,,
788,,52.45999908447266,158.2200012207031,,,,,,,,,
789,,,,,,,,,,,,
790,,53.22999954223633,158.8200073242188,,,,,,,,,
791,RGI60-10.04358,54.8306999206543,161.8023986816406,,5.0,0.012345368214208292,0.6527417290788177,0.9016234072882426,0.03648857021306963,0.003419214826084369,0.6920000000000001,318.0
794,RGI60-10.01737,50.08160018920898,87.69210052490234,,18.0,0.01619476096727776,0.6185257723875299,0.9614637970532455,2.1667356766501577e-10,0.0011577271645653935,0.5711111111111111,-292.77777777777777
795,RGI60-10.01732,50.04946136474609,87.74907684326172,,18.0,0.035329925487131895,0.6688171980531544,0.9655392447997718,8.975178724521646e-11,0.0023807623983721146,0.5783333333333334,-256.1111111111111
797,RGI60-13.05504,45.08000183105469,80.2300033569336,,,,,,,,,
804,RGI60-13.08056,41.83000183105469,78.19999694824219,,,,,,,,,
805,RGI60-13.08055,41.83000183105469,78.17400360107422,,,,,,,,,
813,RGI60-13.06361,42.13999938964844,78.2699966430664,,,,,,,,,
817,RGI60-13.08624,43.04999923706055,77.08000183105469,2.228,19.0,0.021399994682621763,0.4959918715390799,0.8734091183049838,1.04724605866603e-06,0.002893936586234965,0.40263157894736845,-436.2631578947368
818,RGI60-13.22155,42.12099838256836,70.99199676513672,2.143,,,,,,,,
829,RGI60-13.08054,41.81499862670898,78.16999816894531,,,,,,,,,
831,RGI60-10.01735,50.05559921264648,87.7123031616211,,,,,,,,,
837,,39.22999954223633,98.56999969482422,,,,,,,,,
853,,43.11759185791016,86.81050109863281,,19.0,0.04190277272755994,0.6128036113413627,0.8546351881409051,3.173609088382851e-06,0.00617442363288599,0.3721052631578947,-574.421052631579
856,RGI60-13.32330,39.2400016784668,97.75599670410156,,,,,,,,,
857,RGI60-13.31358,37.54399871826172,101.7519989013672,,,,,,,,,
878,,-77.55000305175781,163.0800018310547,,19.0,0.10112752186187424,0.7775698202850649,0.7001837949135039,0.0008437744735954675,0.025009691616112086,0.7689473684210526,-8.526315789473685
890,,-77.58000183105469,162.8699951171875,,,,,,,,,
900,RGI60-18.03355,-43.12419891357422,170.9149932861328,,,,,,,,,
906,,27.70000076293945,86.56999969482422,,,,,,,,,
912,RGI60-15.03954,28.23648071289062,85.61785125732422,,,,,,,,,
914,,19.03000068664551,-98.625,,,,,,,,,
917,RGI60-17.02143,-54.77999877929688,-68.41999816894531,,,,,,,,,
942,RGI60-11.03209,42.64899826049805,0.6392999887466431,0.198,12.0,0.03440844958832424,0.4636878970496211,0.8704782948641128,0.0002300550918111267,0.006152544601298596,0.4016666666666666,-180.25
1045,RGI60-15.02942,27.95989990234375,88.68440246582031,,,,,,,,,
1047,RGI60-15.06777,30.55780029296875,79.89409637451172,,,,,,,,,
1048,RGI60-14.12323,31.29229927062988,78.34940338134766,,,,,,,,,
1049,RGI60-15.06557,30.71199989318848,79.6802978515625,,,,,,,,,
1050,,,,,,,,,,,,
1051,,,,,,,,,,,,
1062,,-77.58000183105469,161.6199951171875,,,,,,,,,
1063,,-77.5999984741211,161.5500030517578,,,,,,,,,
1106,RGI60-11.01930,46.43099975585938,10.10799980163574,,,,,,,,,
1107,RGI60-11.03241,42.47054290771484,13.5667142868042,0.042843,13.0,0.008292174645252951,0.6302342655356338,0.19114473500159374,0.5316098411186534,0.012838888695746422,0.6076923076923076,-271.84615384615387
1138,RGI60-11.02648,46.07580184936523,9.989999771118164,,,,,,,,,
1238,RGI60-11.03166,45.47600173950195,7.218800067901611,,,,,,,,,
1264,RGI60-11.03135,45.51810073852539,7.389800071716309,,9.0,0.06246350111234703,0.5731548943270299,0.9227287066789178,0.00039130442000015437,0.009862144621363804,0.2677777777777778,-488.8888888888889
1282,RGI60-11.03084,45.55789947509766,7.281799793243408,0.42,,,,,,,,
1305,RGI60-11.00289,47.04000091552734,12.97000026702881,,12.0,0.0299875742707042,0.462782940220831,0.8412267170982584,0.0006048015887967602,0.006094956714591399,0.2808333333333333,-606.75
1314,RGI60-11.03651,45.79410171508789,6.789400100708008,,,,,,,,,
1316,RGI60-08.00434,61.59999847412109,7.050000190734863,,,,,,,,,
1317,RGI60-08.01013,61.54999923706055,8.5,,,,,,,,,
1318,RGI60-08.00966,61.52999877929688,8.449999809265137,,,,,,,,,
1319,RGI60-08.02970,60.15000152587891,6.480000019073486,,,,,,,,,
1320,RGI60-08.02963,60.08300018310547,6.39900016784668,,6.0,0.03609889792779908,0.5445988123408051,0.9632861655983205,0.001997115062547623,0.005030548033171723,0.5766666666666667,88.83333333333333
1321,RGI60-08.02920,59.97999954223633,6.28000020980835,,,,,,,,,
1328,RGI60-08.02436,68.33899688720703,17.85199928283691,,,,,,,,,
1329,RGI60-08.02458,68.22000122070312,17.92000007629395,,,,,,,,,
1330,RGI60-08.01026,68.10600280761719,17.99699974060059,,,,,,,,,
1331,RGI60-08.01186,61.84600067138672,7.26200008392334,,,,,,,,,
1344,RGI60-17.13715,-33.576536,-70.131835,,,,,,,,,
1346,RGI60-17.12369,-41.16999816894531,-71.81999969482422,,,,,,,,,
1353,RGI60-02.15500,37.74668,-119.28274,,,,,,,,,
1354,RGI60-02.13701,40.02389907836914,-105.6484985351562,,,,,,,,,
1355,,,,,,,,,,,,
1367,RGI60-02.17739,48.75899887084961,-121.8253021240234,,20.0,0.013633899025635393,0.6718291898668963,0.9827268187126807,1.2212148982509386e-14,0.000605157776586964,0.607,-475.5
1388,RGI60-01.02228,69.3021011352539,-143.8475952148438,,6.0,0.03771013175829169,0.5946955929123127,0.718821998672839,0.10747648604348933,0.01823529594441987,0.425,-450.0
1394,RGI60-02.05690,51.84999847412109,-116.4800033569336,,,,,,,,,
1400,RGI60-02.03688,51.22999954223633,-117.4199981689453,,,,,,,,,
1402,RGI60-02.03210,51.11410140991211,-118.0609970092773,,,,,,,,,
1412,,75.87999725341797,-79.5,,,,,,,,,
1413,,,,,,,,,,,,
1456,RGI60-07.01481,78.80000305175781,12.97999954223633,,20.0,0.05232308201400389,0.44730149223395677,0.9699614765183938,1.695864094285864e-12,0.0030929345966953185,0.369,-149.65
1461,RGI60-08.00199,68.08000183105469,18.68000030517578,,18.0,0.015979258405695706,0.29848154245030656,0.6811591216282997,0.0018561819151211765,0.004293776758782967,0.20722222222222222,-571.1111111111111
1505,,-16.35054016113281,-68.12725067138672,,,,,,,,,
1507,RGI60-11.01704,46.48379898071289,10.77099990844727,,7.0,0.08469088138409493,0.5992002177908442,0.9826960874048816,7.495089110897358e-05,0.0071389222929389975,0.32528571,-323.42857142857144
1510,,33.16999816894531,92.12999725341795,,,,,,,,,
1511,RGI60-13.45335,43.11100006103516,86.81099700927734,,15.0,0.0472010858772687,0.6173512827230648,0.8970624107004745,5.838050315963875e-06,0.006448897299982625,0.34726666933333333,-572.2
1512,RGI60-13.45334,43.11800003051758,86.80400085449219,,19.0,0.0247027949059794,0.5797422388645063,0.6885533717739177,0.0011152356858423805,0.006310056320850094,0.44457894631578954,-547.1578947368421
1516,RGI60-15.04847,28.81999969482422,83.48999786376953,,,,,,,,,
1538,RGI60-18.02910,-42.88999938964844,171.5260009765625,,,,,,,,,
1597,RGI60-18.01130,-44.06999969482422,169.4299926757812,,9.0,0.022820235993512503,0.4434192085850407,0.9381961820982136,0.00018184530754575655,0.0031818812616000347,0.45333333333333337,43.44444444444444
1624,,-0.4699999988079071,-78.1500015258789,,20.0,0.01595395878686209,0.7120869058658379,0.860864218701309,1.107673436491493e-06,0.002222666553957825,0.623,-558.4
1629,RGI60-05.11186,65.6957016,-37.80319977,,12.0,0.04603675881526548,0.5665381385286412,0.9334941808771331,9.15780559314191e-06,0.005592350499374888,0.2891666666666667,-602.5
1664,RGI60-02.18077,48.57289886474609,-121.0930023193359,,9.0,0.030933909711697637,0.6590829417712358,0.9208741134849515,0.0004243855541354448,0.004949875494561546,0.5808888922222223,-252.77777777777777
1665,RGI60-02.17612,48.97609,-121.2419,,10.0,0.017667412988240087,0.36449934667399153,0.6205833972980661,0.0555579157850521,0.007892628715080634,0.308899998,-314.7
1666,RGI60-02.17369,48.67350006103516,-121.5270004272461,,5.0,0.07105075086788794,0.5206530298125362,0.8586695022060837,0.06241079890798345,0.024485052368996865,0.535999992,21.6
1667,RGI60-02.17863,48.40999984741211,-120.7900009155273,,7.0,0.03222594800642848,0.4134801412797994,0.434227270012464,0.33031818820052783,0.029897412188453792,0.5577142771428572,447.57142857142856
1674,,46.30220031738281,9.644100189208984,,,,,,,,,
1675,NaN,-49.27366656,-73.00334975,,,,,,,,,
2000,,-54.77999877929688,-68.4000015258789,0.0891,11.0,0.04269254175952096,0.563748057220628,0.9827791079581383,6.590552318949027e-08,0.0026757148609857697,0.5354545454545455,-66.27272727272727
2295,RGI60-08.01780,60.56999969482422,7.46999979019165,,,,,,,,,
2296,RGI60-08.01779,60.53900146484375,7.368000030517578,17.086,10.0,0.021093328765776305,0.7209158239620385,0.8683424895559659,0.0011180017984070837,0.004259514887314815,0.77,232.7
2307,RGI60-07.00492,78.67739868164062,12.06919956207275,,15.0,0.041581658532186615,0.4427409628368858,0.8616812482879742,3.645924236854174e-05,0.006791671661982248,0.20733333333333334,-566.1333333333333
2488,RGI60-11.01662,46.50559997558594,9.36110019683838,0.125,,,,,,,,
2660,,46.84640121459961,8.90060043334961,,18.0,0.03319922148609363,0.6531809082600423,0.9694494195674,3.4670102466280686e-11,0.002100027114268257,0.455,-596.9444444444445
2665,RGI60-19.00595,-63.82,-57.43,12.9,14.0,0.04005832549388524,0.548683913452493,0.9637752766104812,3.0169544419250066e-08,0.0032001830436655908,0.4714285714285715,-192.85714285714286
2667,,-16.30299949645996,-68.10700225830078,0.2654338283579999,10.0,0.011228560525834801,0.39530666488077054,0.48873240672903434,0.15174648112469538,0.007086640596277183,0.315,-715.2
2669,RGI60-07.00490,78.66510009765625,12.12489986419678,,11.0,0.023895116162228648,0.3374688155090868,0.37569258793393334,0.2548541453270714,0.019647857909029627,0.18,-659.0
2670,RGI60-08.02384,67.29900360107422,16.05699920654297,,5.0,0.02429870508593065,0.4811979950981181,0.9748839746734057,0.0047601131072404455,0.003204909867423537,0.34600000000000003,-556.4
2671,RGI60-08.02962,60.07089996337891,6.364999771118164,,6.0,0.03580078847173788,0.5245235401031405,0.9915923975152653,0.00010573451193651983,0.0023359617240314872,0.5,-68.5
2721,,4.815000057220459,-75.37300109863281,,,,,,,,,
2763,RGI60-16.01383,6.49399995803833,-72.30999755859375,,5.0,0.013128583112895472,0.4227630629785066,0.3198804868642198,0.5997720215589845,0.022450675049645635,0.35200000000000004,-539.0
2851,,-35.29000091552734,-70.55000305175781,,,,,,,,,
2867,RGI60-11.03232,42.77119827270508,-0.143439993262291,,9.0,0.027316151260728908,0.532575273503332,0.7780455461316816,0.013546581716122792,0.00833621373019772,0.2977777777777778,-859.5555555555555
2921,RGI60-14.15990,32.23490142822266,77.51570129394531,,12.0,0.024749531839353137,0.6129702910657054,0.9626798251499272,5.355031757329449e-07,0.0022002989012460073,0.4741666666666666,-560.8333333333334
3044,RGI60-14.15536,32.23479843139648,77.3738021850586,,5.0,0.007003507089706626,0.20647031780537625,0.7972487197155992,0.1061962668367036,0.003061589846122563,0.098,-1548.8
3062,,64.22000122070312,-16.32999992370605,,7.0,0.021075586153858062,0.7440449065671733,0.8957562679469288,0.006366257831100487,0.004677577911760627,0.4957142857142857,-1178.2857142857142
